<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.08.01	03:00:00	7275.6	7294.3	7231.6	7272.3	1222	0	0
2018.08.02	03:00:00	7280.7	7379.8	7205.0	7371.0	2594	0	0
2018.08.03	03:00:00	7377.0	7405.0	7352.7	7392.7	890	0	0
2018.08.06	03:00:00	7400.5	7438.2	7378.0	7437.7	833	0	0
2018.08.07	03:00:00	7431.3	7477.3	7431.0	7462.3	617	0	0
2018.08.08	03:00:00	7467.3	7486.2	7433.2	7468.0	1054	0	0
2018.08.09	03:00:00	7459.0	7496.5	7450.0	7465.0	871	0	0
2018.08.10	03:00:00	7452.4	7456.7	7379.9	7406.4	1077	0	0
2018.08.13	03:00:00	7394.4	7468.9	7369.6	7400.7	1924	0	0
2018.08.14	03:00:00	7417.5	7455.0	7387.5	7447.0	1056	0	0
2018.08.15	03:00:00	7448.2	7453.8	7307.2	7355.3	2004	0	0
2018.08.16	03:00:00	7367.0	7423.3	7352.5	7375.5	1332	0	0
2018.08.17	03:00:00	7361.3	7394.8	7311.0	7378.0	1510	0	0
2018.08.20	03:00:00	7384.2	7410.6	7341.7	7371.1	1248	0	0
2018.08.21	03:00:00	7371.1	7442.2	7359.1	7396.9	1405	0	0
2018.08.22	03:00:00	7365.2	7434.6	7341.9	7425.1	1256	0	0
2018.08.23	03:00:00	7428.9	7465.1	7401.6	7413.1	1113	0	0
2018.08.24	03:00:00	7416.3	7490.0	7413.3	7484.8	850	0	0
2018.08.27	03:00:00	7505.0	7559.7	7503.5	7559.5	580	0	0
2018.08.28	03:00:00	7566.9	7589.1	7556.6	7570.9	611	0	0
2018.08.29	03:00:00	7577.1	7663.8	7573.8	7659.8	974	0	0
2018.08.30	03:00:00	7664.1	7689.4	7618.1	7641.6	1202	0	0
2018.08.31	03:00:00	7630.4	7674.9	7626.4	7651.9	756	0	0
2018.09.03	03:00:00	7660.5	7680.5	7652.8	7675.0	410	0	0
2018.09.04	03:00:00	7675.0	7687.2	7581.3	7623.0	1599	0	0
2018.09.05	03:00:00	7632.4	7638.1	7498.6	7523.4	1701	0	0
2018.09.06	03:00:00	7527.2	7539.0	7402.7	7454.7	2002	0	0
2018.09.06	10:00:00	7522.2	7524.7	7520.0	7521.5	88	0	0
2018.09.06	11:00:00	7521.2	7521.6	7516.5	7516.7	58	0	0
2018.09.06	12:00:00	7517.0	7517.0	7504.7	7510.2	179	0	0
2018.09.06	13:00:00	7510.2	7522.2	7506.5	7515.5	262	0	0
2018.09.06	14:00:00	7515.2	7535.5	7515.2	7535.2	207	0	0
2018.09.06	15:00:00	7535.5	7539.0	7529.7	7531.2	144	0	0
2018.09.06	16:00:00	7531.5	7535.7	7520.5	7520.5	195	0	0
2018.09.06	17:00:00	7520.5	7534.5	7512.7	7531.7	325	0	0
2018.09.06	18:00:00	7531.7	7539.0	7526.7	7534.7	217	0	0
2018.09.06	19:00:00	7535.0	7537.0	7482.2	7516.2	909	0	0
2018.09.06	20:00:00	7517.0	7519.5	7422.2	7439.0	1167	0	0
